device_student_count_24h,page_dwell_time_seconds,is_high_risk_asn,failed_attempts_1h,session_hardware_mismatch,is_off_peak_hour,target_label
2,98.2,0,3,0,0,0
108,37.4,0,3,0,0,0
2,20.4,0,0,0,0,0
87,48.1,0,0,0,0,0
1,49.6,0,1,0,0,0
3,67.0,0,0,0,0,0
1,42.1,0,0,0,0,0
1,72.1,1,3,0,0,0
1,53.2,0,1,0,0,0
2,31.9,0,1,0,0,0
3,59.9,0,0,0,0,0
84,45.6,0,1,0,0,0
3,45.2,0,2,0,0,0
30,12.9,0,3,0,1,1
30,32.4,1,7,1,1,1
1,29.5,0,0,0,0,0
1,75.5,0,0,0,0,0
1,62.6,0,0,0,0,0
91,13.0,0,3,0,0,0
114,21.9,0,3,1,1,1
1,42.9,0,0,0,0,0
69,10.1,1,0,0,0,0
1,40.4,0,1,0,0,0
1,37.8,0,2,0,0,0
59,20.2,0,2,1,1,1
80,28.2,0,0,1,0,1
1,43.6,0,0,0,0,0
2,47.8,0,0,0,0,0
103,15.8,0,0,0,0,0
1,76.7,0,0,0,0,0
2,85.7,0,0,0,0,0
1,60.2,0,1,0,1,0
69,12.8,0,0,0,0,0
1,65.6,0,0,0,0,0
1,78.4,0,3,0,0,0
74,20.4,0,3,1,0,1
53,28.3,0,2,0,0,0
1,8.4,0,0,0,0,0
1,40.7,0,0,0,0,0
87,34.3,1,3,1,1,1
111,12.8,1,4,1,1,1
2,51.1,0,1,1,0,0
13,10.9,0,0,0,0,0
3,28.3,0,1,0,0,0
3,111.7,0,0,0,1,0
112,26.9,0,1,0,0,0
98,5.7,0,3,0,0,1
1,33.6,0,1,0,0,0
27,39.0,0,2,0,0,0
1,71.7,0,0,0,0,0
1,47.8,0,1,0,0,0
104,24.1,1,3,1,0,1
86,49.9,0,2,0,0,0
1,8.0,0,0,0,0,0
1,72.6,0,2,0,0,0
1,42.4,0,1,0,0,0
100,18.0,1,4,1,0,1
1,73.8,1,3,0,0,0
85,32.9,0,1,0,0,0
1,50.2,0,0,0,0,0
1,70.2,0,0,0,0,0
116,12.6,1,4,1,1,1
2,67.2,0,0,0,0,0
19,20.4,0,3,0,1,1
1,51.5,0,0,0,0,0
78,19.0,0,4,1,1,1
103,35.4,0,0,0,0,0
1,103.7,0,1,0,0,0
1,64.5,0,1,0,0,0
1,43.3,0,0,0,0,0
2,89.5,0,3,0,0,0
1,72.0,0,0,0,0,0
74,31.8,1,7,0,1,1
1,72.9,0,0,0,0,0
64,11.7,1,0,1,0,1
58,24.6,1,6,0,1,1
3,32.7,0,1,0,0,0
1,89.5,0,0,0,0,0
1,67.7,0,0,0,0,0
1,60.4,0,0,0,0,0
1,69.8,0,0,0,0,0
1,78.2,0,1,0,0,0
1,46.6,1,0,0,0,0
1,54.3,0,0,0,0,0
118,24.3,1,3,1,1,1
51,16.2,0,2,0,1,1
1,50.3,0,0,0,0,0
1,24.4,0,0,0,0,0
3,74.3,1,0,0,0,0
1,27.7,0,0,0,0,0
36,26.2,0,0,0,0,0
1,56.3,0,0,0,0,0
2,54.9,0,1,0,0,0
2,32.0,0,1,0,0,0
108,23.4,0,2,0,0,1
1,60.4,1,0,0,0,0
59,20.5,0,7,1,1,1
3,83.2,0,0,0,0,0
2,85.3,0,0,0,0,0
1,88.8,0,0,0,1,0
1,92.0,0,0,1,0,0
1,71.3,0,2,0,0,0
78,11.7,0,6,1,0,1
112,8.4,0,5,1,1,1
1,79.7,0,1,0,0,0
59,47.9,0,1,0,0,0
97,42.1,0,0,0,0,0
2,41.4,0,0,0,0,0
11,17.1,1,4,0,1,1
45,21.6,0,5,1,1,1
100,15.9,0,1,0,0,0
1,81.5,0,2,1,0,0
1,87.1,0,1,0,0,0
2,30.6,0,0,0,0,0
44,6.4,0,3,1,0,1
15,18.2,1,6,1,0,1
1,10.8,0,0,0,0,0
1,89.7,0,0,0,0,0
99,7.1,1,2,0,1,1
1,56.5,0,0,0,0,0
87,41.5,0,0,0,0,0
1,70.8,0,0,0,0,0
46,15.5,1,1,0,0,0
1,77.8,0,0,0,0,0
71,12.4,0,0,0,0,0
1,38.4,1,1,0,0,0
1,72.1,1,0,1,0,0
71,12.6,1,0,0,0,0
2,46.3,0,0,0,0,0
1,63.4,0,0,0,0,0
39,15.0,0,2,1,0,1
1,23.8,0,0,0,0,0
1,85.7,0,0,0,0,0
65,31.5,0,0,0,0,0
3,96.7,0,0,0,0,0
85,28.3,0,0,0,0,0
1,71.0,1,0,0,0,0
1,51.7,0,1,0,0,0
108,34.4,1,4,1,0,1
3,55.6,0,0,0,0,0
1,43.0,0,1,0,0,0
73,2.8,1,4,0,0,1
1,25.7,0,0,0,0,0
111,6.5,1,3,1,0,1
1,25.2,0,0,0,0,0
41,21.9,1,4,1,1,1
1,67.8,0,1,0,0,0
40,25.9,0,3,0,0,0
85,28.1,1,4,1,1,1
1,19.3,0,0,0,0,0
1,86.5,1,2,0,1,0
1,82.3,0,0,0,0,0
55,14.2,1,1,0,0,1
116,17.1,1,7,0,1,1
51,9.9,1,2,1,0,1
1,67.4,0,0,0,0,0
93,14.3,1,4,1,0,1
1,27.1,0,0,0,0,0
3,42.7,0,0,0,0,0
1,48.0,0,0,0,0,0
2,47.3,0,0,0,0,0
1,33.8,0,0,0,0,0
52,33.0,1,3,1,1,1
1,46.3,0,0,0,0,0
1,8.0,0,3,0,1,0
1,42.7,0,2,0,0,0
1,59.6,0,0,0,0,0
1,96.3,0,0,0,1,0
44,14.2,0,0,0,0,0
1,72.8,0,0,0,0,0
119,26.6,0,1,1,0,0
94,22.0,1,1,0,1,1
3,75.6,0,1,0,1,0
3,76.4,0,0,0,0,0
1,60.0,0,0,0,0,0
2,29.6,0,0,0,0,0
1,88.4,0,0,0,0,0
1,45.3,1,0,0,0,0
1,90.9,0,0,0,0,0
1,66.7,0,2,0,0,0
1,48.7,0,1,0,0,0
1,81.5,0,0,0,0,0
86,10.6,1,1,1,1,1
1,88.5,0,0,0,0,0
68,29.1,0,1,0,0,0
30,33.7,0,0,1,0,1
1,37.0,0,1,0,0,0
1,52.4,0,0,0,0,0
85,21.9,0,3,1,1,1
110,9.8,1,5,1,1,1
3,70.0,1,0,0,0,0
47,23.8,0,4,0,1,1
1,52.0,0,1,0,0,0
2,37.8,0,1,0,0,0
25,7.3,1,4,1,1,1
16,23.4,1,2,0,1,1
9,31.1,1,4,1,0,1
2,22.5,0,0,0,0,0
1,85.1,0,0,1,0,0
1,83.2,0,0,0,0,0
5,28.2,0,2,1,0,1
77,32.7,1,3,1,0,1
48,27.8,0,3,0,0,0
3,64.9,0,0,0,0,0
1,48.5,0,0,0,0,0
2,13.3,1,1,0,0,0
76,46.2,0,0,0,0,0
4,15.6,0,1,0,0,0
1,37.6,0,0,0,0,0
48,16.9,1,7,1,0,1
101,24.8,1,4,0,0,1
92,33.0,0,1,1,1,1
111,47.5,0,3,0,0,0
1,25.6,0,0,0,0,0
1,27.7,0,2,0,0,0
1,74.3,0,0,0,0,0
1,85.9,0,3,0,0,0
2,77.1,0,1,0,0,0
1,67.9,0,0,0,0,0
1,28.6,0,0,0,0,0
24,28.2,1,3,1,0,1
1,74.2,0,0,0,0,0
3,62.5,0,0,0,0,0
1,21.4,0,0,0,0,0
54,11.7,1,5,1,0,1
4,12.0,0,0,0,0,0
73,23.4,0,2,1,1,1
118,27.1,1,5,1,1,1
75,25.8,1,2,1,1,1
1,52.0,0,1,0,0,0
2,30.3,0,0,0,0,0
2,68.1,0,1,0,0,0
1,39.9,0,1,0,0,0
2,64.6,0,1,0,0,0
1,114.2,1,3,0,0,0
1,60.9,0,0,0,0,0
1,93.8,0,2,0,0,0
86,10.6,0,5,1,0,1
119,29.2,1,4,0,1,1
1,78.9,0,0,0,0,0
1,30.5,0,1,0,0,0
1,127.3,0,0,0,0,0
6,4.6,1,3,1,0,1
53,38.0,0,1,0,0,0
2,101.9,1,0,0,0,0
91,13.8,1,4,1,1,1
1,56.6,0,1,0,0,0
38,8.7,1,3,1,1,1
2,69.7,0,0,0,0,0
3,54.6,0,0,0,0,0
112,20.7,1,5,1,0,1
89,14.4,1,3,0,1,1
6,8.1,0,4,1,0,1
60,12.8,1,1,0,1,1
48,25.7,1,1,1,0,1
108,16.8,1,2,1,1,1
2,54.5,0,3,0,0,0
68,6.7,0,2,1,1,1
1,14.9,0,0,0,0,0
114,20.5,1,3,1,1,1
104,16.7,0,1,1,0,1
1,56.2,0,1,0,0,0
1,86.0,0,0,1,0,0
25,31.8,0,3,0,1,0
17,28.0,0,1,1,0,0
1,58.6,0,0,0,0,0
92,39.7,0,0,0,0,0
32,14.1,1,2,0,1,1
13,6.8,1,1,1,0,1
2,28.5,0,0,0,0,0
89,15.0,0,0,0,0,0
1,66.9,0,0,0,1,0
106,33.3,0,3,1,1,1
1,28.9,0,0,0,0,0
1,53.6,0,1,0,1,0
45,2.7,1,1,0,0,1
1,52.9,0,0,0,0,0
3,34.3,1,5,1,1,1
92,4.0,1,1,1,0,1
109,32.4,1,3,1,0,1
4,27.5,0,0,0,0,0
42,33.1,0,0,0,0,0
1,74.9,0,0,0,0,0
97,26.2,1,3,1,1,1
1,62.1,0,0,0,1,0
1,105.0,0,0,0,0,0
1,64.5,0,2,0,0,0
3,17.9,0,1,0,0,0
1,8.0,0,0,0,0,0
2,96.3,0,0,0,0,0
1,49.5,0,2,0,0,0
83,9.7,1,1,0,1,1
43,10.6,0,3,0,0,0
1,24.9,0,0,0,0,0
93,10.4,1,3,1,0,1
1,106.4,0,0,0,0,0
1,68.0,0,0,0,0,0
1,119.7,0,0,0,0,0
111,48.9,0,0,0,0,0
1,51.7,0,0,0,0,0
1,58.4,0,0,0,1,0
2,88.0,0,0,0,0,0
17,34.4,0,6,1,0,1
1,78.2,0,1,0,0,0
34,22.0,1,3,1,0,1
1,32.1,0,1,0,0,0
1,22.6,0,1,0,0,0
30,48.0,0,0,0,0,0
1,91.5,0,0,0,0,0
56,19.2,0,6,1,1,1
2,84.3,0,0,0,0,0
72,13.7,0,1,0,0,0
1,36.1,0,0,0,0,0
3,54.7,1,0,0,0,0
1,40.5,0,0,0,0,0
1,101.2,0,0,0,0,0
1,95.6,0,0,0,0,0
1,73.8,0,1,0,0,0
54,19.6,1,2,1,1,1
1,44.8,0,0,0,0,0
46,49.9,0,1,0,0,0
1,40.7,0,0,0,0,0
1,32.6,0,0,0,0,0
1,73.4,0,1,0,0,0
1,47.1,0,0,0,0,0
1,51.6,0,0,0,0,0
83,5.5,1,3,1,1,1
52,15.5,0,2,1,0,1
4,81.4,0,0,0,1,0
1,82.0,1,2,0,0,0
95,8.8,1,5,0,0,1
55,16.9,0,1,0,1,0
4,49.9,0,1,0,0,0
3,44.6,0,0,0,0,0
26,19.9,1,0,1,1,1
1,28.1,0,0,0,0,0
1,62.1,0,1,0,0,0
1,60.5,0,1,0,0,0
80,19.4,0,2,1,1,1
2,60.9,0,2,0,0,0
1,106.2,1,0,0,0,0
3,35.2,0,0,0,0,0
30,34.0,1,0,1,1,1
2,8.0,0,0,0,0,0
1,71.8,0,0,0,0,0
1,69.2,1,0,0,0,0
54,17.7,0,4,1,0,0
56,39.6,0,0,0,0,0
90,2.4,0,7,1,1,1
1,48.9,0,0,0,0,0
81,28.4,1,3,0,1,1
1,14.0,0,1,0,0,0
4,15.7,0,0,0,0,0
1,29.9,0,0,0,0,0
1,69.9,0,0,0,0,0
2,35.9,0,1,0,0,0
3,47.5,1,0,0,0,0
19,26.9,1,0,0,1,1
1,39.7,0,2,0,0,0
1,28.9,0,2,0,0,0
2,52.9,0,0,0,0,0
1,46.1,0,0,0,0,0
2,78.3,0,0,0,0,0
2,77.6,0,0,0,0,0
42,7.2,0,5,1,0,1
55,33.6,1,2,1,1,1
1,53.2,0,1,0,0,0
22,27.0,0,2,1,0,1
1,78.6,0,0,0,0,0
1,72.6,0,1,0,1,0
54,42.0,0,1,0,0,0
1,61.0,0,0,0,1,0
55,29.2,1,2,0,1,1
1,38.8,0,1,0,0,0
19,34.7,0,0,1,0,1
70,37.7,0,0,1,0,0
1,66.0,0,0,0,0,0
1,81.2,0,2,0,0,0
26,15.6,0,0,0,0,0
1,44.1,0,2,0,0,0
91,10.5,1,1,0,0,1
2,49.4,0,1,0,1,0
68,20.8,1,1,0,1,0
1,54.6,0,0,0,0,0
2,85.5,1,0,0,0,0
2,61.2,0,0,0,1,0
1,31.8,0,1,0,0,0
1,48.4,0,1,0,0,0
50,17.4,0,2,0,1,0
1,57.4,0,1,0,0,0
92,24.5,1,2,1,1,1
63,7.1,0,2,1,1,1
4,61.1,0,0,0,0,0
62,15.5,1,0,1,1,1
1,12.3,0,2,0,0,0
1,29.9,0,0,0,0,0
1,48.2,0,1,0,1,0
19,26.1,1,5,1,0,1
39,3.7,0,5,1,1,1
4,27.3,0,1,0,0,0
10,12.6,0,5,0,1,1
87,18.8,0,1,0,1,0
2,71.6,0,0,0,0,0
1,90.1,0,0,0,1,0
100,30.4,0,2,1,1,1
2,29.1,0,0,0,0,0
1,30.5,0,0,0,0,0
96,49.9,0,0,0,0,0
1,67.4,0,0,0,0,0
1,60.4,0,0,0,0,0
45,28.7,0,0,0,0,0
25,18.9,0,3,1,0,1
100,3.6,1,7,0,1,1
33,24.7,0,2,0,0,0
1,81.8,0,0,0,0,0
27,23.6,0,6,1,1,1
7,32.8,1,4,1,1,1
1,40.6,0,0,0,0,0
2,72.0,0,0,0,0,0
1,92.6,0,0,0,0,0
1,68.7,0,0,0,0,0
1,36.3,0,1,0,0,0
16,26.9,1,1,1,0,1
72,11.8,0,0,0,0,0
57,33.6,1,1,1,1,1
116,26.4,1,2,0,1,1
72,28.5,0,1,0,0,1
1,16.4,0,0,0,0,0
95,14.2,0,0,0,0,0
11,49.4,0,0,0,0,0
80,28.6,1,4,1,1,1
92,49.1,0,0,0,0,0
102,15.5,1,5,1,0,1
69,29.1,0,0,0,0,0
1,84.7,0,2,0,0,0
3,53.3,0,0,0,0,0
1,35.1,0,0,0,0,0
112,17.9,1,4,0,1,1
2,45.5,0,1,0,0,0
1,78.9,0,2,1,0,0
1,60.6,0,0,0,0,0
2,72.2,0,0,0,0,0
1,72.4,0,0,0,0,0
2,94.1,0,0,0,0,0
2,58.9,0,0,0,0,0
1,78.3,0,0,0,0,0
74,26.6,0,2,0,0,0
1,55.6,0,0,0,0,0
117,11.6,0,0,0,0,0
2,27.7,0,0,0,0,0
52,20.6,1,1,1,0,1
66,5.5,0,4,1,1,1
1,77.5,0,3,0,0,0
41,28.2,1,1,1,0,1
1,54.9,0,1,0,0,0
1,65.4,0,0,0,0,0
95,16.6,0,0,0,0,0
1,81.5,0,0,0,0,0
13,26.5,1,3,0,1,1
1,70.9,1,0,0,0,0
81,16.0,1,3,1,1,1
1,25.7,0,3,0,0,0
96,8.0,1,1,1,0,1
95,8.1,0,1,0,1,1
1,44.0,0,0,0,0,0
1,54.1,0,0,0,0,0
2,14.5,0,0,0,0,0
55,32.2,1,5,1,0,1
1,39.9,0,0,0,0,0
3,11.1,0,0,0,0,0
79,14.7,0,3,1,1,1
3,24.1,1,0,0,0,0
11,16.9,1,5,0,1,1
23,18.5,0,3,0,0,0
78,9.2,1,4,1,0,1
3,78.0,0,0,0,1,0
1,76.4,0,1,0,1,0
1,58.2,1,0,0,0,0
1,81.1,0,0,0,0,0
1,63.6,1,0,0,0,0
1,102.8,0,0,0,0,0
1,55.8,0,0,0,0,0
1,102.6,0,0,0,0,0
81,14.0,1,5,1,0,1
2,59.7,0,0,0,0,0
13,24.1,0,0,0,0,0
98,15.2,1,4,1,1,1
10,18.1,0,3,0,1,1
92,31.4,1,2,1,1,1
103,28.6,0,5,1,1,1
3,20.4,0,0,1,1,1
1,51.8,0,0,0,0,0
102,35.2,0,0,0,0,0
1,87.3,0,0,0,0,0
1,60.1,0,0,0,0,0
1,26.3,0,2,0,0,0
65,25.4,1,3,1,0,1
1,47.9,0,0,0,0,0
1,49.7,0,0,0,0,0
89,34.0,0,3,0,0,0
73,30.0,0,2,1,0,1
1,29.1,0,0,0,0,0
1,62.9,0,1,0,1,0
104,31.2,0,2,0,1,0
1,63.2,0,1,0,0,0
3,38.8,0,0,0,0,0
4,31.9,0,4,1,0,1
52,23.1,0,1,0,0,0
1,68.7,0,1,0,0,0
1,96.3,0,0,0,0,0
43,12.8,0,0,1,1,1
97,33.8,0,1,1,0,0
1,44.3,0,0,0,0,0
89,17.6,0,1,1,1,1
1,33.1,0,0,0,0,0
3,65.3,0,3,0,0,0
75,34.8,1,1,0,0,1
1,39.5,1,0,0,0,0
118,29.3,0,4,1,1,1
1,67.4,0,1,0,0,0
119,24.1,1,6,0,0,1
6,14.9,1,2,1,1,1
1,33.9,0,0,0,0,0
115,47.0,0,0,0,0,0
80,10.8,1,0,0,1,1
88,23.4,1,3,1,1,1
1,57.7,0,0,0,0,0
54,9.0,1,5,0,1,1
99,2.0,1,4,1,1,1
1,67.4,0,2,0,0,0
1,101.7,0,1,0,1,0
2,79.6,0,1,0,0,0
1,62.0,0,1,0,0,0
1,63.6,0,0,0,1,0
1,91.4,0,0,0,0,0
64,7.6,0,0,0,1,1
3,46.0,0,0,0,0,0
1,67.0,0,0,0,0,0
20,49.1,0,1,1,0,0
3,42.1,0,0,0,0,0
1,47.2,0,0,0,0,0
2,96.2,0,0,0,0,0
1,70.4,0,3,0,0,0
1,68.0,0,0,0,0,0
1,85.6,0,0,0,0,0
111,30.9,0,6,1,1,1
82,17.8,0,2,1,0,0
1,87.4,0,0,0,0,0
70,20.8,0,1,1,1,1
44,47.8,0,0,0,0,0
1,33.9,0,0,0,0,0
2,58.6,0,0,0,0,0
46,34.3,0,3,0,0,0
45,20.6,0,0,0,0,0
1,45.4,0,1,0,0,0
77,47.1,0,1,1,0,0
75,31.2,0,0,1,1,1
1,61.4,1,1,0,0,0
119,11.1,0,0,0,0,0
70,40.1,0,0,1,0,0
2,56.8,0,0,0,1,0
1,53.9,0,1,0,0,0
1,72.7,0,0,0,0,0
51,17.7,0,0,0,0,0
2,33.5,1,4,0,1,1
1,133.7,0,2,0,0,0
70,35.5,0,0,0,0,0
52,21.7,1,4,1,1,1
3,53.5,0,0,0,1,0
1,54.7,0,1,0,0,0
1,64.7,0,0,0,0,0
2,64.6,0,1,0,0,0
1,27.7,0,0,1,0,0
72,10.1,0,3,0,0,0
93,34.7,1,1,1,1,1
46,7.1,1,3,1,1,1
1,50.7,0,0,0,0,0
1,77.0,0,0,0,0,0
105,36.3,0,1,0,0,0
1,48.3,0,0,0,0,0
1,45.6,0,0,0,0,0
1,25.8,0,0,0,0,0
1,86.8,0,0,1,0,0
1,62.1,0,3,0,0,0
56,20.6,1,1,0,1,1
55,26.3,0,0,0,0,0
1,97.4,0,0,0,0,0
1,95.5,0,1,0,0,0
22,32.7,0,1,0,1,0
2,69.0,0,0,0,0,0
4,73.4,0,0,0,0,0
104,3.6,1,1,0,0,1
1,68.6,0,0,0,0,0
60,39.3,0,0,0,0,0
1,53.6,0,0,0,0,0
2,58.5,0,0,0,0,0
66,9.9,1,6,1,0,1
1,38.4,0,1,0,0,0
117,37.4,0,1,0,0,0
1,91.3,0,1,0,0,0
2,41.0,0,1,0,0,0
1,62.0,0,0,0,0,0
1,97.4,0,0,0,0,0
86,12.1,0,1,0,0,0
105,43.6,0,3,0,0,0
1,104.0,0,0,0,1,0
1,80.8,0,1,0,0,0
1,48.0,0,0,0,1,0
1,68.2,0,3,0,0,0
70,38.3,0,2,0,0,0
3,31.7,0,0,0,0,0
1,64.4,0,0,0,0,0
3,63.5,0,0,0,0,0
24,30.4,0,0,0,0,0
115,25.4,1,6,1,0,1
1,62.1,0,0,0,0,0
1,33.6,0,0,0,1,0
1,26.1,0,0,0,0,0
1,76.2,0,0,1,0,0
14,33.4,0,2,1,0,1
1,38.1,0,0,0,0,0
3,108.6,0,1,0,0,0
1,59.1,0,0,0,0,0
21,26.9,1,0,1,0,0
21,48.5,0,1,0,0,0
1,12.8,1,0,0,0,0
1,47.9,0,3,0,0,0
1,77.1,0,0,0,0,0
109,23.4,0,2,1,1,1
53,12.5,1,2,0,0,1
52,16.5,1,4,0,1,1
1,38.3,0,2,0,0,0
41,37.4,0,0,0,0,0
1,24.8,0,0,0,0,0
68,31.2,1,5,1,0,1
43,23.1,1,3,1,1,1
1,50.7,0,2,0,0,0
50,29.2,0,4,1,1,1
3,80.7,0,0,0,0,0
99,10.6,1,0,0,1,1
32,13.0,1,3,0,1,1
1,35.9,0,0,0,0,0
31,21.9,1,5,1,1,1
1,10.9,0,0,0,0,0
1,74.2,0,2,0,0,0
71,23.2,0,3,0,0,0
115,15.5,0,5,1,1,1
58,29.3,0,1,0,1,0
46,27.1,1,2,1,1,1
2,57.8,0,0,1,0,0
4,77.2,0,0,0,0,0
1,12.2,0,3,0,0,0
1,83.8,0,0,0,0,0
73,29.8,0,4,0,0,0
1,85.9,0,0,0,0,0
1,56.0,0,0,0,0,0
1,62.4,0,1,0,0,0
2,68.4,0,0,0,0,0
2,41.7,0,2,0,0,0
1,77.0,0,0,0,0,0
2,33.5,0,0,0,0,0
1,15.5,0,1,0,0,0
102,27.0,1,5,1,0,1
19,19.7,1,3,1,0,1
56,27.1,0,1,0,0,0
2,20.1,0,1,0,0,0
1,83.1,0,1,0,0,0
1,72.9,0,0,0,0,0
86,12.5,1,1,1,0,0
1,69.7,0,0,0,0,0
3,84.9,0,0,0,0,0
114,14.2,1,3,1,0,1
103,37.4,0,0,0,0,0
4,105.2,0,0,0,1,0
54,11.8,1,4,1,1,1
19,20.5,1,4,1,0,1
61,14.0,0,1,0,0,0
16,8.3,0,5,1,1,1
110,13.7,1,1,1,1,1
43,14.6,1,3,1,1,1
1,67.8,0,0,0,0,0
56,17.1,0,0,0,0,0
1,32.7,0,1,0,0,0
1,80.8,0,1,0,0,0
72,29.2,1,3,1,0,1
2,93.9,0,0,0,0,0
1,79.9,0,0,0,0,0
14,28.6,1,3,0,0,1
1,44.8,0,1,0,0,0
1,61.7,0,0,0,0,0
3,35.4,0,1,0,0,0
1,46.9,0,0,0,1,0
18,3.3,0,5,1,1,1
1,83.0,0,0,0,0,0
5,27.7,0,7,1,1,1
102,20.7,1,2,0,1,1
1,60.5,0,0,0,0,0
27,3.0,0,2,1,1,1
1,76.3,0,0,0,0,0
95,18.3,0,2,0,0,1
17,16.4,1,5,0,1,1
2,60.2,0,0,0,0,0
1,75.3,0,1,0,0,0
16,11.5,0,1,1,1,1
1,99.8,0,0,0,0,0
1,47.4,0,0,0,0,0
1,87.2,0,1,0,0,0
1,64.9,0,0,0,0,0
1,57.6,0,0,0,0,0
1,65.2,0,0,0,0,0
2,44.8,0,1,0,0,0
10,21.8,0,2,1,0,0
115,2.2,1,6,1,1,1
62,11.7,1,0,1,1,1
1,57.1,0,1,0,0,0
1,69.3,0,0,0,0,0
118,30.2,1,0,1,1,1
3,97.4,0,1,0,0,0
1,64.6,0,0,0,1,0
34,26.8,0,1,0,0,0
1,84.9,0,0,0,0,0
1,65.3,0,1,0,0,0
1,64.0,0,0,0,0,0
45,31.4,0,0,0,0,0
86,32.1,1,2,1,1,1
1,68.2,0,0,0,1,0
1,43.7,0,0,0,0,0
1,54.5,0,0,0,0,0
75,23.1,0,0,0,0,0
118,43.8,0,0,0,0,0
1,77.3,0,0,0,0,0
2,77.7,0,0,0,0,0
1,60.5,0,0,0,0,0
29,11.8,1,6,1,0,1
74,12.7,1,3,1,0,1
1,48.1,0,1,1,0,0
1,85.6,0,0,0,0,0
117,19.9,0,5,1,1,1
1,47.8,0,0,0,0,0
117,20.9,1,4,0,0,0
1,52.2,0,0,0,0,0
24,29.3,0,1,0,0,0
96,25.3,1,3,1,1,1
16,12.1,0,0,0,0,0
4,39.6,0,2,0,0,0
1,91.9,0,0,0,0,0
1,83.3,0,0,0,0,0
19,20.4,1,7,1,1,1
64,33.0,1,5,1,0,1
2,102.5,0,0,0,0,0
1,77.7,0,1,0,0,0
3,46.3,0,1,0,0,0
1,36.2,0,0,0,1,0
3,39.9,0,2,0,0,0
1,42.5,1,1,0,0,0
39,13.7,0,4,1,0,1
6,31.4,0,3,1,1,1
1,73.3,0,0,0,0,0
1,82.2,0,0,0,0,0
42,44.1,0,0,0,0,0
1,72.0,0,0,0,0,0
1,74.8,0,0,0,0,0
1,85.7,1,1,0,0,0
1,39.9,0,0,0,0,0
2,30.4,0,2,0,0,0
1,65.4,0,0,0,0,0
1,72.6,0,0,0,0,0
110,15.5,0,0,1,0,1
2,66.1,0,1,0,0,0
1,35.9,0,2,0,0,0
2,105.5,1,0,0,0,0
38,16.5,1,3,0,0,1
1,45.8,0,1,1,0,0
97,28.7,1,0,1,0,1
1,14.2,0,0,0,0,0
1,56.9,0,0,0,0,0
1,41.6,0,2,0,1,0
1,40.8,1,0,0,0,0
1,30.1,0,0,0,0,0
1,37.4,0,2,0,0,0
71,9.7,1,2,0,0,1
1,51.3,0,1,0,0,0
78,25.1,1,3,1,0,1
17,15.6,0,5,1,1,1
27,32.1,0,0,0,0,0
1,69.5,0,2,0,0,0
1,43.7,0,0,0,0,0
1,34.0,0,0,0,0,0
3,91.0,0,2,0,0,0
1,86.5,0,0,1,0,0
101,26.8,0,0,0,0,0
6,15.2,1,7,1,1,1
32,25.9,1,7,1,0,1
2,54.2,0,0,0,0,0
49,28.9,0,0,0,0,0
2,37.0,0,0,0,0,0
1,74.9,0,3,0,0,0
1,48.4,1,0,0,0,0
1,84.2,0,0,0,0,0
1,74.6,0,0,0,0,0
90,5.7,0,2,1,0,1
85,2.3,0,2,0,1,1
1,81.0,0,0,0,0,0
109,20.8,1,7,1,1,1
47,28.3,1,1,0,1,1
109,16.6,0,0,0,0,0
4,50.8,0,1,0,0,0
1,56.7,0,0,0,1,0
103,25.9,1,1,1,1,1
2,80.4,0,1,0,0,0
83,31.6,1,4,1,0,1
1,81.7,0,1,0,0,0
1,57.9,0,1,0,0,0
107,21.1,0,2,1,0,1
65,34.1,1,1,0,1,1
33,3.6,0,1,1,0,1
75,4.5,1,1,1,1,1
1,30.0,0,1,0,0,0
1,33.1,0,1,0,0,0
72,33.2,1,2,1,1,1
1,44.2,0,1,0,0,0
108,31.3,1,2,1,1,1
2,111.1,0,0,0,0,0
1,92.0,0,0,0,0,0
1,50.8,0,0,0,0,0
1,56.9,0,0,0,0,0
2,74.6,0,0,0,0,0
1,60.9,0,1,0,0,0
1,50.4,0,0,0,1,0
1,52.4,0,0,0,0,0
93,22.2,0,1,1,1,1
3,44.9,0,2,0,0,0
34,47.1,0,0,0,1,0
1,95.9,1,0,0,0,0
2,44.3,0,0,0,0,0
3,58.6,0,2,0,0,0
1,29.0,0,0,0,0,0
55,15.0,0,0,0,0,0
84,7.8,1,0,0,1,1
1,74.4,0,0,0,0,0
83,11.9,0,0,1,1,1
85,34.2,0,1,0,0,0
26,10.2,1,3,1,1,1
1,28.6,0,3,0,0,0
4,27.8,1,0,0,0,0
1,67.1,0,3,0,0,0
2,32.7,1,2,1,1,1
10,32.4,1,0,0,0,1
2,86.6,0,0,0,1,0
47,42.9,0,1,0,0,0
3,72.1,0,1,0,0,0
100,15.0,0,5,1,0,1
1,59.8,0,0,0,0,0
1,64.2,0,3,0,0,0
56,21.7,1,4,1,1,1
1,77.0,1,0,0,0,0
5,15.3,1,4,1,1,1
1,27.5,0,1,0,0,0
2,115.3,1,0,0,0,0
1,8.8,0,0,0,0,0
5,18.5,0,3,1,1,1
61,30.3,0,2,1,0,1
1,67.3,0,0,0,0,0
23,3.3,0,1,1,0,1
105,16.7,0,4,1,1,1
32,6.9,0,2,1,1,1
1,49.2,0,0,0,0,0
1,75.6,0,0,0,0,0
1,78.3,0,0,0,0,0
1,40.7,0,0,0,0,0
